Slope,Intercept,Predicted,R2
-1.1795603186813195,169.53098946153847,153.017145,0.8120071203856725
-0.8741098219780226,166.94439545054945,154.70685794285714,0.4984678947390827
-0.83567052967033,165.69967218681322,154.0002847714286,0.4785467795526007
-0.6864838285714281,163.7079147142857,154.0971411142857,0.39308796655126
-0.4851653406593403,160.93659719780217,154.14428242857142,0.3406599990121303
-0.46525350329670323,159.8644014175824,153.35085237142854,0.33086997771782467
-0.35439631868131827,158.54011474725272,153.57856628571426,0.2304766374735987
-0.2254952285714285,157.42978442857142,154.27285122857143,0.10010841447153007
-0.23433025714285727,157.24604714285715,153.96542354285714,0.10717459251225248
-0.23138475384615412,156.85109858241756,153.61171202857142,0.10494710518663908
-0.3423739472527473,157.29923146153845,152.5059962,0.1968578879685452
-0.46219793626373595,157.9293403076923,151.4585692,0.32376692366293347
-0.49006589670329637,157.83834915384614,150.9774266,0.35499060274799965
-0.6037799296703291,158.36120361538462,149.90828460000003,0.4850391067244306
-0.8115382659340656,158.85581978021975,147.49428405714283,0.5518079649137895
-0.876351589010989,157.53977713186814,145.2708548857143,0.5381387266086727
-1.0249890065934064,157.84098640659337,143.49114031428567,0.6294874016508477
-0.9708129186813179,156.77680917582416,143.1854283142857,0.5898962834931091
-0.9645054395604392,156.3030744395604,142.79999828571425,0.5842229913883816
-1.014725391208791,156.3032952197802,142.09713974285714,0.6316476155643886
-1.069736481318681,155.68802125274723,140.7117105142857,0.6564508014106933
-0.9722860417582417,153.78000038461536,140.16799579999997,0.6244853335971268
-0.9483739076923077,152.54780187912087,139.27056717142855,0.6145888438254288
-0.9102638175824173,151.23340413186816,138.48971068571433,0.5982352835832421
-0.7521538263736264,149.51615148351647,138.9859979142857,0.46486343449456
-0.681845723076923,148.1038407802198,138.55800065714288,0.4255317704591408
-0.40929619120879135,145.3918627912088,139.66171611428572,0.2299567886601941
-0.12065886813186802,142.79208315384614,141.102859,0.03049647764235741
-0.04474680879120836,142.3213144945055,141.69485917142856,0.00406677031250835
-0.1294282021978023,143.32713937362635,141.51514454285712,0.03899676218671466
0.014044384615384365,142.59538118681317,142.79200257142855,0.00037331740750701226
0.31894560879120865,140.54790707692308,145.0131456,0.15086805861626196
0.7015827120879121,138.10241465934067,147.92457262857144,0.4927266445728534
0.9407035758241757,136.5890091098901,149.75885917142855,0.7811295128684923
0.8565496703296709,137.55659247252748,149.54828785714287,0.6816961049931974
1.0751431098901099,137.0114278901099,152.06343142857145,0.743527480203868
1.1103515802197805,137.77307864835166,153.3180007714286,0.7578152941090396
0.9844830703296705,139.59637804395604,153.37914102857144,0.6895623015186955
0.7972303934065935,141.14648697802198,152.3077124857143,0.4704596846686444
0.2733185736263745,145.11153991208795,148.9379999428572,0.056871262532807276
-0.1342196527472522,147.88021953846157,146.00114440000004,0.011636249718399272
-0.46443953406593386,150.0118685054945,143.50971502857143,0.12145337680802604
-0.7532307450549447,151.86637394505496,141.32114351428572,0.29007449982111155
-1.1706375450549455,154.38835323076924,137.9994276,0.5561784674910629
-1.0798243824175833,153.67868243956045,138.56114108571427,0.47423236239108013
-0.8345278373626387,151.8568154945055,140.17342577142855,0.28224219076873724
-0.5356268725274734,149.32505847252747,141.82628225714285,0.12505541577177215
-0.2671653230769234,147.36088163736267,143.62056711428573,0.030757938208682223
-0.1874510681318682,147.04802401098902,144.42370905714287,0.014850862889313698
0.29052726153846126,143.10461482417585,147.17199648571432,0.04171761352247305
0.727735852747253,139.67912160439562,149.86742354285715,0.27943774644766317
0.9915598329670331,137.51187039560443,151.3937080571429,0.5475150493940245
1.143713586813187,136.73857395604398,152.7505641714286,0.685693839403249
1.0959119208791215,137.9678008791209,153.3105677714286,0.6582998367030124
0.8934727120879132,140.18109465934063,152.6897126285714,0.5173507660445671
0.5549234000000007,143.09878614285716,150.86771374285718,0.2393233916532881
0.125055373626374,146.44208191208793,148.19285714285718,0.01320673798187777
-0.26879080219780205,150.3359285164835,146.57285728571426,0.16282246200035788
-0.31687878241758255,150.79944572527475,146.36314277142858,0.2314533856151666
-0.29228539120879143,150.4799953626374,146.38799988571432,0.19998163007587944
-0.3399115186813187,150.7193346043956,145.96057334285715,0.263537421718399
-0.4285488879120882,150.87482994505496,144.87514551428572,0.3473676862322773
-0.5833402087912091,151.47505120879117,143.30828828571424,0.4845376695554455
-0.5911425230769238,150.9571394945055,142.68114417142857,0.49129345406875047
-0.5586810483516492,150.06153636263738,142.2400016857143,0.46659174334214637
-0.5276480989010996,149.5773613846154,142.19028799999998,0.4261369013742451
-0.38160438461538565,148.14560552747253,142.80314414285712,0.26234675916452577
-0.2500875450549461,146.59780065934066,143.0965750285714,0.1535195178830231
-0.3733183560439567,146.69274595604395,141.46628897142855,0.2278026071178394
-0.63061523956044,147.9289007252747,139.10028737142855,0.41052738250909326
-1.0069231846153854,150.12263867032965,136.02571408571424,0.7032301385808458
-1.1203956901098906,149.85011131868131,134.16457165714286,0.7398154444725425
-1.0654947912087915,148.5197830769231,133.602856,0.711374375635242
-1.0625499604395603,147.38483956043956,132.5091401142857,0.7103650686723924
-1.0405937582417568,146.16516775824175,131.59685514285715,0.7017666083683136
-1.1286376285714277,145.90549642857144,130.10456962857145,0.747103932204245
-1.3390111560439548,146.4190120989011,127.67285591428575,0.8328423584977682
-1.3255168109890096,145.38637643956045,126.82914108571431,0.8257829747205545
-1.2617147032967027,144.03428841758245,126.3702825714286,0.7895665463358559
-1.2061980285714282,142.23077014285715,125.34399774285716,0.7812956336554626
-0.9961539626373624,139.29043964835168,125.3442841714286,0.7699822896718267
-0.8149010219780218,136.63175616483514,125.22314185714283,0.8120505777058555
-0.6434725010989015,134.85461332967034,125.84599831428572,0.6377251949228213
-0.4922639318681322,133.40912041758241,126.51742537142856,0.4365484372671765
-0.3758684879120885,132.41901180219782,127.15685297142858,0.2676613128109373
-0.17571428571428643,131.00285542857145,128.54285542857144,0.05495361610806615
0.12076935164835051,128.63351436263738,130.3242852857143,0.03067713490777435
0.35863728351648244,127.03021908791212,132.05114105714287,0.22910074308155448
0.6069011890109881,125.45966843956047,133.9562850857143,0.5216254336197174
0.7560442879120871,124.71109576923078,135.2957158,0.7000786226871408
0.7525939252747248,125.39625941758243,135.9325743714286,0.6975903607565507
0.9005498857142855,124.87658928571429,137.4842876857143,0.8220696937190843
1.1153189670329673,124.06439317582415,139.6788587142857,0.935614498181021
1.1612969780219782,124.96670087912088,141.22485857142857,0.9337975059400666
1.1539124461538468,126.1292277252747,142.28400197142855,0.9325174302741579
1.0942202615384624,127.92977696703296,143.24886062857144,0.9454797879345026
1.159208885714286,128.60736214285717,144.83628654285718,0.9477928517991082
1.08626361978022,130.07230920879118,145.27999988571426,0.9190667748008668
1.0128126989010997,131.59176232967033,145.7711401142857,0.898560527727877
1.0033181318681326,132.51582786813188,146.56228171428575,0.894481878831662
